factor,source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
DR 11-,GO:BP,GO:0140374,antiviral innate immune response,0.012659571172444555,True,"""A defense response against viruses mediated through an innate immune response. An innate immune response is mediated by germline encoded components that directly recognize components of potential pathogens."" [PMID:31006531]",8,10,6,1883,0.6,0.75,query_1,"['GO:0045087', 'GO:0051607']"
DR 11-,GO:BP,GO:0035455,response to interferon-alpha,0.019830472836262623,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-alpha stimulus. Interferon-alpha is a type I interferon."" [GOC:sl, PMID:11356686]",8,48,7,1883,0.14583333333333334,0.875,query_1,['GO:0034097']
DR 11-,GO:BP,GO:0034340,response to type I interferon,0.0383400474701233,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a type I interferon stimulus. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:add, ISBN:0126896631, PMID:15546383, PMID:16681834]",15,24,9,1883,0.375,0.6,query_1,"['GO:0034097', 'GO:0045087']"
DR 21+,GO:BP,GO:0002504,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,5.850392879100648e-12,True,"""The process in which an antigen-presenting cell expresses antigen (peptide or polysaccharide) on its cell surface in association with an MHC class II protein complex."" [GOC:add, ISBN:0781735149, PMID:15531770, PMID:15771591, PMID:16153240]",21,9,9,1883,1.0,0.42857142857142855,query_1,['GO:0019882']
DR 21+,GO:BP,GO:0048002,antigen processing and presentation of peptide antigen,7.821872546099401e-12,True,"""The process in which an antigen-presenting cell expresses peptide antigen in association with an MHC protein complex on its cell surface, including proteolysis and transport steps for the peptide antigen both prior to and following assembly with the MHC protein complex. The peptide antigen is typically, but not always, processed from an endogenous or exogenous protein."" [GOC:add, ISBN:0781735149, PMID:15771591]",29,14,12,1883,0.8571428571428571,0.41379310344827586,query_1,['GO:0019882']
DR 21+,GO:BP,GO:0019882,antigen processing and presentation,8.007536505980427e-11,True,"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC protein complex."" [GO_REF:0000022, GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]",48,14,13,1883,0.9285714285714286,0.2708333333333333,query_1,['GO:0002376']
DR 21+,GO:BP,GO:0002478,antigen processing and presentation of exogenous peptide antigen,1.4855688971184347e-10,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of exogenous origin on its cell surface in association with an MHC protein complex. The peptide is typically a fragment of a larger exogenous protein which has been degraded within the cell."" [GOC:add, ISBN:0781735149]",22,14,10,1883,0.7142857142857143,0.45454545454545453,query_1,"['GO:0019884', 'GO:0048002']"
DR 21+,GO:BP,GO:0002503,peptide antigen assembly with MHC class II protein complex,1.8650153770582229e-10,True,"""The binding of a peptide to the antigen binding groove of an MHC class II protein complex."" [GOC:add, ISBN:0781735149, PMID:15771591]",9,9,7,1883,0.7777777777777778,0.7777777777777778,query_1,"['GO:0002399', 'GO:0002495', 'GO:0002501']"
DR 21+,GO:BP,GO:0002399,MHC class II protein complex assembly,1.8650153770582229e-10,True,"""The aggregation, arrangement and bonding together of a set of components to form an MHC class II protein complex."" [GOC:add, ISBN:0781735149, PMID:15771591]",9,9,7,1883,0.7777777777777778,0.7777777777777778,query_1,['GO:0002396']
DR 21+,GO:BP,GO:0019886,antigen processing and presentation of exogenous peptide antigen via MHC class II,3.5871972668090157e-10,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of exogenous origin on its cell surface in association with an MHC class II protein complex. The peptide antigen is typically, but not always, processed from a whole protein."" [GOC:add, ISBN:0781735149, PMID:15771591]",17,9,8,1883,0.8888888888888888,0.47058823529411764,query_1,"['GO:0002478', 'GO:0002495']"
DR 21+,GO:BP,GO:0002396,MHC protein complex assembly,7.119719938506473e-10,True,"""The aggregation, arrangement and bonding together of a set of components to form an MHC protein complex."" [GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]",10,13,8,1883,0.6153846153846154,0.8,query_1,['GO:0065003']
DR 21+,GO:BP,GO:0002501,peptide antigen assembly with MHC protein complex,7.119719938506473e-10,True,"""The binding of a peptide to the antigen binding groove of an MHC protein complex."" [GOC:add, ISBN:0781735149, PMID:15771591]",10,13,8,1883,0.6153846153846154,0.8,query_1,"['GO:0002396', 'GO:0048002', 'GO:0065003']"
DR 21+,GO:BP,GO:0002495,antigen processing and presentation of peptide antigen via MHC class II,1.2116380416601144e-09,True,"""The process in which an antigen-presenting cell expresses a peptide antigen on its cell surface in association with an MHC class II protein complex. The peptide antigen is typically, but not always, processed from a whole protein."" [GOC:add, ISBN:0781735149, PMID:15531770, PMID:15771591]",19,9,8,1883,0.8888888888888888,0.42105263157894735,query_1,"['GO:0002504', 'GO:0048002']"
DR 21+,GO:BP,GO:0019884,antigen processing and presentation of exogenous antigen,1.5985679408217751e-09,True,"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) of exogenous origin on its cell surface in association with an MHC protein complex."" [GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]",23,14,10,1883,0.7142857142857143,0.43478260869565216,query_1,['GO:0019882']
DR 21+,GO:BP,GO:0019883,antigen processing and presentation of endogenous antigen,3.2660016181819036e-06,True,"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) of endogenous origin on its cell surface in association with an MHC protein complex."" [GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]",11,26,9,1883,0.34615384615384615,0.8181818181818182,query_1,['GO:0019882']
DR 21+,GO:BP,GO:0002483,antigen processing and presentation of endogenous peptide antigen,1.2964637939586051e-05,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC protein complex. The peptide is typically a fragment of a larger endogenous protein which has been degraded within the cell."" [GOC:add, ISBN:0781735149]",9,26,8,1883,0.3076923076923077,0.8888888888888888,query_1,"['GO:0019883', 'GO:0048002']"
DR 21+,GO:BP,GO:0001916,positive regulation of T cell mediated cytotoxicity,0.005070342413126345,True,"""Any process that activates or increases the frequency, rate or extent of T cell mediated cytotoxicity."" [GOC:add, ISBN:0781735149]",12,14,6,1883,0.42857142857142855,0.5,query_1,"['GO:0001912', 'GO:0001913', 'GO:0001914', 'GO:0002711']"
DR 21+,GO:BP,GO:0019885,antigen processing and presentation of endogenous peptide antigen via MHC class I,0.012071309134118493,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC class I protein complex. The peptide antigen is typically, but not always, processed from a whole protein. Class I here refers to classical class I molecules."" [GOC:add, ISBN:0781735149, PMID:15771591]",7,26,6,1883,0.23076923076923078,0.8571428571428571,query_1,"['GO:0002474', 'GO:0002483']"
DR 21+,GO:BP,GO:0002486,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent",0.016223074022352815,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC class I protein complex following intracellular transport via a TAP-independent ER pathway. The peptide is typically a fragment of a larger endogenous protein which has been degraded within the cell and becomes associated with the MHC class I molecule in the ER following transport from the cytosol via a TAP-independent pathway. Class I here refers to classical class I molecules."" [GOC:add, PMID:14647477, PMID:15771591]",6,25,5,1883,0.2,0.8333333333333334,query_1,['GO:0002484']
DR 21+,GO:BP,GO:0001914,regulation of T cell mediated cytotoxicity,0.019758055552276412,True,"""Any process that modulates the frequency, rate, or extent of T cell mediated cytotoxicity."" [GOC:add, ISBN:0781735149]",17,14,6,1883,0.42857142857142855,0.35294117647058826,query_1,"['GO:0001910', 'GO:0001913', 'GO:0002709']"
DR 21+,GO:BP,GO:0002468,dendritic cell antigen processing and presentation,0.02047735770358164,True,"""The process in which a dendritic cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC protein complex."" [GOC:add, ISBN:0781735149, PMID:15771591]",12,3,3,1883,1.0,0.25,query_1,['GO:0019882']
DR 21+,GO:BP,GO:0002476,antigen processing and presentation of endogenous peptide antigen via MHC class Ib,0.025011577985535667,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC class Ib protein complex. The peptide is typically a fragment of a larger endogenous protein which has been degraded within the cell. Class Ib here refers to non-classical class I molecules, such as those of the HLA-E gene family."" [GOC:add, PMID:15928678]",6,25,5,1883,0.2,0.8333333333333334,query_1,"['GO:0002428', 'GO:0002483']"
DR 21+,GO:BP,GO:0002484,antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway,0.025011577985535667,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC class I protein complex following intracellular transport via an ER pathway. The peptide is typically a fragment of a larger endogenous protein which has been degraded within the cell and becomes associated with the MHC class I molecule in the ER. Class I here refers to classical class I molecules."" [GOC:add, ISBN:0781735149, PMID:14647477, PMID:15771591]",6,25,5,1883,0.2,0.8333333333333334,query_1,['GO:0019885']
DR 21+,GO:BP,GO:0002469,myeloid dendritic cell antigen processing and presentation,0.028218248967353178,True,"""The process in which a myeloid dendritic cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC protein complex."" [GOC:add, ISBN:0781735149, PMID:15771591]",2,2,2,1883,1.0,1.0,query_1,['GO:0002468']
DR 21+,GO:BP,GO:0002491,antigen processing and presentation of endogenous peptide antigen via MHC class II,0.028218248967353178,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC class II protein complex. The peptide antigen is typically, but not always, processed from a whole protein."" [GOC:add, PMID:15531770, PMID:16181338]",2,2,2,1883,1.0,1.0,query_1,"['GO:0002483', 'GO:0002495']"
DR 21+,GO:BP,GO:0002428,antigen processing and presentation of peptide antigen via MHC class Ib,0.03718382055326954,True,"""The process in which an antigen-presenting cell expresses peptide antigen in association with an MHC class Ib protein complex on its cell surface. The peptide antigen may originate from an endogenous or exogenous protein. Class Ib here refers to non-classical class I molecules, such as those of the HLA-E family."" [GOC:add, PMID:15928678]",6,25,5,1883,0.2,0.8333333333333334,query_1,"['GO:0002475', 'GO:0048002']"
DR 21+,GO:BP,GO:0050870,positive regulation of T cell activation,0.04082719197336288,True,"""Any process that activates or increases the frequency, rate or extent of T cell activation."" [GOC:ai]",69,9,8,1883,0.8888888888888888,0.11594202898550725,query_1,"['GO:0042110', 'GO:0050863', 'GO:0051251', 'GO:1903039']"
DR 24-,GO:BP,GO:0006953,acute-phase response,0.0013954183676158178,True,"""An acute inflammatory response that involves non-antibody proteins whose concentrations in the plasma increase in response to infection or injury of homeothermic animals."" [ISBN:0198506732]",19,33,9,1883,0.2727272727272727,0.47368421052631576,query_1,['GO:0002526']
DR 25+,GO:BP,GO:0002486,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent",6.846532970802364e-05,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC class I protein complex following intracellular transport via a TAP-independent ER pathway. The peptide is typically a fragment of a larger endogenous protein which has been degraded within the cell and becomes associated with the MHC class I molecule in the ER following transport from the cytosol via a TAP-independent pathway. Class I here refers to classical class I molecules."" [GOC:add, PMID:14647477, PMID:15771591]",6,4,4,1883,1.0,0.6666666666666666,query_1,['GO:0002484']
DR 25+,GO:BP,GO:0002476,antigen processing and presentation of endogenous peptide antigen via MHC class Ib,9.585146159123316e-05,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC class Ib protein complex. The peptide is typically a fragment of a larger endogenous protein which has been degraded within the cell. Class Ib here refers to non-classical class I molecules, such as those of the HLA-E gene family."" [GOC:add, PMID:15928678]",6,4,4,1883,1.0,0.6666666666666666,query_1,"['GO:0002428', 'GO:0002483']"
DR 25+,GO:BP,GO:0002484,antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway,9.585146159123316e-05,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC class I protein complex following intracellular transport via an ER pathway. The peptide is typically a fragment of a larger endogenous protein which has been degraded within the cell and becomes associated with the MHC class I molecule in the ER. Class I here refers to classical class I molecules."" [GOC:add, ISBN:0781735149, PMID:14647477, PMID:15771591]",6,4,4,1883,1.0,0.6666666666666666,query_1,['GO:0019885']
DR 25+,GO:BP,GO:0002428,antigen processing and presentation of peptide antigen via MHC class Ib,0.00013070653853349928,True,"""The process in which an antigen-presenting cell expresses peptide antigen in association with an MHC class Ib protein complex on its cell surface. The peptide antigen may originate from an endogenous or exogenous protein. Class Ib here refers to non-classical class I molecules, such as those of the HLA-E family."" [GOC:add, PMID:15928678]",6,4,4,1883,1.0,0.6666666666666666,query_1,"['GO:0002475', 'GO:0048002']"
DR 25+,GO:BP,GO:0002475,antigen processing and presentation via MHC class Ib,0.0007004529885513197,True,"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC class Ib protein complex. Class Ib here refers to non-classical class I molecules, such as those of the CD1 or HLA-E gene families."" [GOC:add, PMID:15928678, PMID:15928680]",7,4,4,1883,1.0,0.5714285714285714,query_1,['GO:0019882']
DR 25+,GO:BP,GO:0019885,antigen processing and presentation of endogenous peptide antigen via MHC class I,0.0007004529885513197,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC class I protein complex. The peptide antigen is typically, but not always, processed from a whole protein. Class I here refers to classical class I molecules."" [GOC:add, ISBN:0781735149, PMID:15771591]",7,4,4,1883,1.0,0.5714285714285714,query_1,"['GO:0002474', 'GO:0002483']"
DR 25+,GO:BP,GO:0002483,antigen processing and presentation of endogenous peptide antigen,0.001017500130737708,True,"""The process in which an antigen-presenting cell expresses a peptide antigen of endogenous origin on its cell surface in association with an MHC protein complex. The peptide is typically a fragment of a larger endogenous protein which has been degraded within the cell."" [GOC:add, ISBN:0781735149]",9,4,4,1883,1.0,0.4444444444444444,query_1,"['GO:0019883', 'GO:0048002']"
DR 25+,GO:BP,GO:0019883,antigen processing and presentation of endogenous antigen,0.003012953285682466,True,"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) of endogenous origin on its cell surface in association with an MHC protein complex."" [GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]",11,4,4,1883,1.0,0.36363636363636365,query_1,['GO:0019882']
DR 25+,GO:BP,GO:0002474,antigen processing and presentation of peptide antigen via MHC class I,0.005640489855176427,True,"""The process in which an antigen-presenting cell expresses a peptide antigen on its cell surface in association with an MHC class I protein complex. Class I here refers to classical class I molecules."" [GOC:add, ISBN:0781735149, PMID:15224092, PMID:15771591]",10,4,4,1883,1.0,0.4,query_1,['GO:0048002']
DR 25+,GO:BP,GO:0001916,positive regulation of T cell mediated cytotoxicity,0.006324185595197794,True,"""Any process that activates or increases the frequency, rate or extent of T cell mediated cytotoxicity."" [GOC:add, ISBN:0781735149]",12,4,4,1883,1.0,0.3333333333333333,query_1,"['GO:0001912', 'GO:0001913', 'GO:0001914', 'GO:0002711']"
DR 25+,GO:BP,GO:0001914,regulation of T cell mediated cytotoxicity,0.015625894864900507,True,"""Any process that modulates the frequency, rate, or extent of T cell mediated cytotoxicity."" [GOC:add, ISBN:0781735149]",17,4,4,1883,1.0,0.23529411764705882,query_1,"['GO:0001910', 'GO:0001913', 'GO:0002709']"
DR 25+,GO:BP,GO:0001913,T cell mediated cytotoxicity,0.030282837741947143,True,"""The directed killing of a target cell by a T cell through the release of granules containing cytotoxic mediators or through the engagement of death receptors."" [GOC:add, GOC:pr, ISBN:0781735149, PMID:11911826]",21,4,4,1883,1.0,0.19047619047619047,query_1,"['GO:0001909', 'GO:0002456']"
DR 25-,GO:BP,GO:0002250,adaptive immune response,3.7126903399763837e-16,True,"""An immune response mediated by cells expressing specific receptors for antigens produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",249,91,79,1883,0.8681318681318682,0.3172690763052209,query_1,['GO:0006955']
DR 25-,GO:BP,GO:0016064,immunoglobulin mediated immune response,4.341363264147083e-09,True,"""An immune response mediated by immunoglobulins, whether cell-bound or in solution."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",71,90,36,1883,0.4,0.5070422535211268,query_1,['GO:0019724']
DR 25-,GO:BP,GO:0019724,B cell mediated immunity,7.049074790261892e-09,True,"""Any process involved with the carrying out of an immune response by a B cell, through, for instance, the production of antibodies or cytokines, or antigen presentation to T cells."" [GO_REF:0000022, GOC:add, ISBN:0781735149]",72,90,36,1883,0.4,0.5,query_1,"['GO:0002449', 'GO:0002460']"
DR 29+,GO:BP,GO:0045109,intermediate filament organization,0.00014661772469038532,True,"""Control of the spatial distribution of intermediate filaments; includes organizing filaments into meshworks, bundles, or other structures, as by cross-linking."" [GOC:ai]",14,17,9,1883,0.5294117647058824,0.6428571428571429,query_1,"['GO:0045104', 'GO:0097435']"
DR 29+,GO:BP,GO:0031424,keratinization,0.0003869520957117761,True,"""The process in which the cytoplasm of the outermost cells of the vertebrate epidermis is replaced by keratin. Keratinization occurs in the stratum corneum, feathers, hair, claws, nails, hooves, and horns."" [GOC:dph, GOC:ebc, GOC:sdb_2009, GOC:tb]",16,9,7,1883,0.7777777777777778,0.4375,query_1,"['GO:0030216', 'GO:0032501']"
DR 29+,GO:BP,GO:0045104,intermediate filament cytoskeleton organization,0.0007546853378550406,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising intermediate filaments and their associated proteins."" [GOC:ai]",15,6,6,1883,1.0,0.4,query_1,"['GO:0007010', 'GO:0045103']"
DR 29+,GO:BP,GO:0045103,intermediate filament-based process,0.0008044448106806483,True,"""Any cellular process that depends upon or alters the intermediate filament cytoskeleton, that part of the cytoskeleton comprising intermediate filaments and their associated proteins."" [GOC:ai]",15,6,6,1883,1.0,0.4,query_1,['GO:0009987']
DR 29+,GO:BP,GO:0030216,keratinocyte differentiation,0.0021812284022377283,True,"""The process in which a relatively unspecialized cell acquires specialized features of a keratinocyte."" [GOC:dph, GOC:mah, GOC:sdb_2009, GOC:tb]",33,9,8,1883,0.8888888888888888,0.24242424242424243,query_1,"['GO:0009913', 'GO:0043588']"
DR 29+,GO:BP,GO:0009913,epidermal cell differentiation,0.03956757325060343,True,"""The process in which a relatively unspecialized cell acquires specialized features of an epidermal cell, any of the cells making up the epidermis."" [GOC:dph, GOC:go_curators, GOC:mtg_sensu, GOC:sdb_2009, GOC:tb]",42,9,8,1883,0.8888888888888888,0.19047619047619047,query_1,"['GO:0008544', 'GO:0030855']"
DR 30+,GO:BP,GO:0010273,detoxification of copper ion,3.887852691118647e-14,True,"""Any process that reduces or removes the toxicity of copper ion. These include transport of copper away from sensitive areas and to compartments or complexes whose purpose is sequestration of copper ion."" [GOC:kmv, PMID:16367966]",8,8,8,1883,1.0,1.0,query_1,"['GO:0061687', 'GO:1990169']"
DR 30+,GO:BP,GO:1990169,stress response to copper ion,3.887852691118647e-14,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis caused by a copper ion stimulus."" [GOC:kmv, PMID:23437011]",8,8,8,1883,1.0,1.0,query_1,"['GO:0046688', 'GO:0097501']"
DR 30+,GO:BP,GO:0097501,stress response to metal ion,9.78527079920506e-13,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis caused by a metal ion stimulus."" [GOC:kmv]",10,8,8,1883,1.0,0.8,query_1,"['GO:0006950', 'GO:0010038']"
DR 30+,GO:BP,GO:0061687,detoxification of inorganic compound,2.634495984401379e-12,True,"""Any process that reduces or removes the toxicity of inorganic compounds. These include transport of such compounds away from sensitive areas and to compartments or complexes whose purpose is sequestration of inorganic compounds."" [GOC:vw]",10,8,8,1883,1.0,0.8,query_1,['GO:0098754']
DR 30+,GO:BP,GO:0071276,cellular response to cadmium ion,6.347880800509951e-12,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus."" [GOC:mah]",12,8,8,1883,1.0,0.6666666666666666,query_1,"['GO:0046686', 'GO:0071248']"
DR 30+,GO:BP,GO:0071294,cellular response to zinc ion,6.347880800509951e-12,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a zinc ion stimulus."" [GOC:mah]",8,8,8,1883,1.0,1.0,query_1,"['GO:0010043', 'GO:0071248']"
DR 30+,GO:BP,GO:0071280,cellular response to copper ion,6.347880800509951e-12,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a copper ion stimulus."" [GOC:mah]",10,8,8,1883,1.0,0.8,query_1,"['GO:0046688', 'GO:0071248']"
DR 30+,GO:BP,GO:0006882,intracellular zinc ion homeostasis,2.350604281781514e-10,True,"""A homeostatic process involved in the maintenance of a steady state level of zinc ions within a cell."" [GOC:ai, GOC:mah]",10,8,8,1883,1.0,0.8,query_1,"['GO:0030003', 'GO:0098771']"
DR 30+,GO:BP,GO:0046688,response to copper ion,2.350604281781514e-10,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a copper ion stimulus."" [GOC:ai]",11,8,8,1883,1.0,0.7272727272727273,query_1,['GO:0010038']
DR 30+,GO:BP,GO:0046686,response to cadmium ion,1.877361763243963e-09,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus."" [GOC:ai]",15,8,8,1883,1.0,0.5333333333333333,query_1,['GO:0010038']
DR 30+,GO:BP,GO:0010043,response to zinc ion,4.885372300412276e-09,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a zinc ion stimulus."" [GOC:sm]",13,8,8,1883,1.0,0.6153846153846154,query_1,['GO:0010038']
DR 30+,GO:BP,GO:0098754,detoxification,6.443279877219206e-05,True,"""Any process that reduces or removes the toxicity of a toxic substance. These may include transport of the toxic substance away from sensitive areas and to compartments or complexes whose purpose is sequestration of the toxic substance."" [GOC:dos]",36,8,8,1883,1.0,0.2222222222222222,query_1,"['GO:0008150', 'GO:0009636']"
DR 30+,GO:BP,GO:0071248,cellular response to metal ion,0.00021861203805067104,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a metal ion stimulus."" [GOC:mah]",35,8,8,1883,1.0,0.22857142857142856,query_1,"['GO:0010038', 'GO:0070887']"
DR 30+,GO:BP,GO:0045926,negative regulation of growth,0.0016073676629477264,True,"""Any process that stops, prevents or reduces the rate or extent of growth, the increase in size or mass of all or part of an organism."" [GOC:go_curators]",47,8,8,1883,1.0,0.1702127659574468,query_1,"['GO:0040007', 'GO:0040008', 'GO:0048519']"
DR 30+,GO:BP,GO:0009636,response to toxic substance,0.003141376822450068,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a toxic stimulus."" [GOC:lr]",53,8,8,1883,1.0,0.1509433962264151,query_1,['GO:0042221']
DR 30+,GO:BP,GO:0010038,response to metal ion,0.03232455920539504,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a metal ion stimulus."" [GOC:sm]",61,8,8,1883,1.0,0.13114754098360656,query_1,['GO:0042221']
DR 32+,GO:BP,GO:0042026,protein refolding,0.00717245813498413,True,"""The process carried out by a cell that restores the biological activity of an unfolded or misfolded protein, using helper proteins such as chaperones."" [GOC:mb]",7,32,7,1883,0.21875,1.0,query_1,['GO:0006457']
DR 32+,GO:BP,GO:0090084,negative regulation of inclusion body assembly,0.029608621816808418,True,"""Any process that decreases the rate, frequency, or extent of inclusion body assembly. Inclusion body assembly is the aggregation, arrangement and bonding together of a set of components to form an inclusion body."" [GOC:BHF, GOC:dph, GOC:tb]",4,4,3,1883,0.75,0.75,query_1,"['GO:0051129', 'GO:0070841', 'GO:0090083']"
