# convergence | collection gavish_tnbc (pan-cancer malignant metaprograms (Gavish, TNBC-relevant)) | DRVI run drvi_epicnv_64_nomt | nothing pruned: every dimension and direction kept | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
dim_direction,dimension,direction,A_best_signature,A_rho,A_best_any_readout,A_rho_any,B_best_signature,B_neglog10_fdr,B_fdr,A_significant,B_significant,same_signature,same_family,A_family,B_family,verdict,A_vs_null,dimension_vanished,confounder_flags
DR 58+,DR 58,+,MP5_STRESS,0.2547,MP5_STRESS,0.2547,MP19_EPITHELIAL_SENESCENCE,2.0417,0.009084478470267752,True,True,False,False,stress,senescence,both_different_family,above,True,none
DR 58-,DR 58,-,MP1_CELL_CYCLE_G2_M,0.3363,MP1_CELL_CYCLE_G2_M,0.3363,MP18_INTERFERON_MHC_II_2,6.2903,5.125072342311756e-07,True,True,False,False,cell_cycle,immune,both_different_family,above,True,cell_cycle
DR 59+,DR 59,+,MP22_SECRETED_1,0.2137,MP22_SECRETED_1,0.2137,MP5_STRESS,4.5164,3.045089066974223e-05,True,True,False,False,secreted,stress,both_different_family,below,False,none
DR 59-,DR 59,-,MP8_PROTEASOMAL_DEGRADATION,0.1302,MP8_PROTEASOMAL_DEGRADATION,0.1302,MP14_EMT_3,4.7857,1.6379475848349544e-05,False,True,False,False,proteostasis,emt,factor_only,below,False,mesenchymal_may_be_ambient_or_doublet
DR 60+,DR 60,+,MP1_CELL_CYCLE_G2_M,0.2862,MP1_CELL_CYCLE_G2_M,0.2862,MP17_INTERFERON_MHC_II_1,6.3167,4.822808303816476e-07,True,True,False,False,cell_cycle,immune,both_different_family,above,True,cell_cycle
DR 60-,DR 60,-,MP19_EPITHELIAL_SENESCENCE,0.3691,MP19_EPITHELIAL_SENESCENCE,0.3691,MP14_EMT_3,5.6268,2.361565523917716e-06,True,True,False,False,senescence,emt,both_different_family,above,True,none
DR 61+,DR 61,+,MP5_STRESS,0.2826,MP5_STRESS,0.2826,MP20_MYC,0.8133,0.15370924876161673,True,False,False,False,stress,metabolic,cell_only,above,True,none
DR 61-,DR 61,-,MP1_CELL_CYCLE_G2_M,0.3762,MP1_CELL_CYCLE_G2_M,0.3762,MP14_EMT_3,7.4786,3.3220028446165034e-08,True,True,False,False,cell_cycle,emt,both_different_family,above,True,cell_cycle
DR 62+,DR 62,+,MP21_RESPIRATION,0.0984,MP21_RESPIRATION,0.0984,MP15_EMT_4,0.808,0.15559656316050743,False,False,False,False,metabolic,emt,neither,below,True,depth
DR 62-,DR 62,-,MP10_PROTEIN_MATURATION,0.1485,MP10_PROTEIN_MATURATION,0.1485,MP18_INTERFERON_MHC_II_2,10.1254,7.492038492127488e-11,False,True,False,False,proteostasis,immune,factor_only,below,True,none
DR 63+,DR 63,+,MP2_CELL_CYCLE_G1_S,0.2965,MP2_CELL_CYCLE_G1_S,0.2965,MP17_INTERFERON_MHC_II_1,7.1726,6.720475466282961e-08,True,True,False,False,cell_cycle,immune,both_different_family,above,True,cell_cycle
DR 63-,DR 63,-,MP14_EMT_3,0.2234,MP14_EMT_3,0.2234,MP39_METAL_RESPONSE,2.1333,0.0073569871925615975,True,True,False,False,emt,detoxification,both_different_family,below,True,mesenchymal_may_be_ambient_or_doublet
DR 64+,DR 64,+,MP1_CELL_CYCLE_G2_M,0.2167,MP1_CELL_CYCLE_G2_M,0.2167,MP18_INTERFERON_MHC_II_2,8.092,8.090958991783813e-09,True,True,False,False,cell_cycle,immune,both_different_family,below,True,cell_cycle
DR 64-,DR 64,-,MP6_HYPOXIA,0.2069,MP6_HYPOXIA,0.2069,MP10_PROTEIN_MATURATION,0.072,0.8472274141405964,True,False,False,False,stress,proteostasis,cell_only,below,True,none
