# convergence | collection emt (epithelial-mesenchymal transition (EMT)) | DRVI run drvi_epicnv_64_nomt | nothing pruned: every dimension and direction kept | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
dim_direction,dimension,direction,A_best_signature,A_rho,A_best_any_readout,A_rho_any,A_auroc_target_this_side,A_standardised_mean_difference,B_best_signature,B_neglog10_fdr,B_fdr,A_significant,B_significant,same_signature,same_family,A_family,B_family,verdict,A_vs_null,dimension_vanished,confounder_flags
DR 51+,DR 51,+,EMT_B_EPITHELIAL,0.0397,EMT_B_EPITHELIAL,0.0397,0.4810589462614167,-0.06477533,EMT_A_EPITHELIAL,0.9059,0.12419382415199219,False,False,False,False,epithelial,epithelial,neither,below,False,none
DR 51-,DR 51,-,EMT_A_MESENCHYMAL,0.0633,EMT_A_MESENCHYMAL,0.0633,0.5189410537385832,0.06477533,EMT_B_HYBRID,0.0,1.0,False,False,False,False,mesenchymal,hybrid,neither,below,False,mesenchymal_may_be_ambient_or_doublet
DR 52+,DR 52,+,EMT_C_EPITHELIAL,0.0356,EMT_C_EPITHELIAL,0.0356,0.5121983434356863,-0.03856229,EMT_C_EPITHELIAL,0.0247,0.944713235727136,False,False,False,False,epithelial,epithelial,neither,below,False,none
DR 52-,DR 52,-,EMT_A_HYBRID,0.0743,EMT_A_HYBRID,0.0743,0.48780165656431373,0.03856229,EMT_C_HYBRID,0.3531,0.44350651102530514,False,False,False,False,hybrid,hybrid,neither,below,False,none
DR 53+,DR 53,+,EMT_A_MESENCHYMAL,0.1333,EMT_A_MESENCHYMAL,0.1333,0.5696664225714141,0.31973004,EMT_C_MESENCHYMAL,0.4067,0.39201257629516495,False,False,False,False,mesenchymal,mesenchymal,neither,below,False,mesenchymal_may_be_ambient_or_doublet
DR 53-,DR 53,-,EMT_A_EPITHELIAL,0.0342,EMT_A_EPITHELIAL,0.0342,0.4303335774285859,-0.31973004,EMT_C_EPITHELIAL,0.3771,0.41966234203983155,False,False,False,False,epithelial,epithelial,neither,below,False,depth
DR 54+,DR 54,+,EMT_C_MESENCHYMAL,0.0445,EMT_SCORE_C,0.0605,0.4812139762035745,-0.054127175,EMT_A_HYBRID,0.0558,0.8794274148836828,False,False,False,False,mesenchymal,hybrid,neither,below,False,mesenchymal_may_be_ambient_or_doublet
DR 54-,DR 54,-,EMT_C_EPITHELIAL,0.0432,EMT_C_EPITHELIAL,0.0432,0.5187860237964255,0.054127175,EMT_A_EPITHELIAL,0.1755,0.6675749009643063,False,False,False,False,epithelial,epithelial,neither,below,False,none
DR 55+,DR 55,+,EMT_B_EPITHELIAL,0.14,EMT_B_EPITHELIAL,0.14,0.5842784626973327,0.24116303,EMT_A_EPITHELIAL,0.1755,0.6675749009643063,False,False,False,False,epithelial,epithelial,neither,below,False,none
DR 55-,DR 55,-,EMT_B_HYBRID,-0.0209,EMT_SCORE_B,0.0739,0.41572153730266725,-0.24116303,EMT_C_HYBRID,0.0,1.0,False,False,False,False,hybrid,hybrid,neither,below,False,none
DR 56+,DR 56,+,EMT_A_MESENCHYMAL,0.0944,EMT_SCORE_A,0.1653,0.468737840357615,-0.070882685,EMT_B_HYBRID,0.0,1.0,False,False,False,False,mesenchymal,hybrid,neither,below,False,mesenchymal_may_be_ambient_or_doublet
DR 56-,DR 56,-,EMT_B_EPITHELIAL,0.1543,EMT_B_EPITHELIAL,0.1543,0.531262159642385,0.070882685,EMT_C_EPITHELIAL,0.3771,0.41966234203983155,False,False,False,False,epithelial,epithelial,neither,below,False,none
DR 57+,DR 57,+,EMT_C_EPITHELIAL,-0.0011,EMT_C_EPITHELIAL,-0.0011,0.4335054302905508,-0.2285584,EMT_A_EPITHELIAL,0.1755,0.6675749009643063,False,False,False,False,epithelial,epithelial,neither,below,True,none
DR 57-,DR 57,-,EMT_A_MESENCHYMAL,0.1321,EMT_A_MESENCHYMAL,0.1321,0.5664945697094492,0.2285584,EMT_B_HYBRID,0.0,1.0,False,False,False,False,mesenchymal,hybrid,neither,below,True,mesenchymal_may_be_ambient_or_doublet
DR 58+,DR 58,+,EMT_B_EPITHELIAL,0.2555,EMT_B_EPITHELIAL,0.2555,0.5544158815036372,0.17211287,EMT_B_HYBRID,0.0,1.0,True,False,False,False,epithelial,hybrid,cell_only,above,True,none
DR 58-,DR 58,-,EMT_A_MESENCHYMAL,0.1032,EMT_SCORE_A,0.2369,0.4455841184963628,-0.17211287,EMT_C_EPITHELIAL,0.3771,0.41966234203983155,False,False,False,False,mesenchymal,epithelial,neither,below,True,mesenchymal_may_be_ambient_or_doublet
DR 59+,DR 59,+,EMT_B_EPITHELIAL,0.0571,EMT_B_EPITHELIAL,0.0571,0.5099977880181786,0.05384554,EMT_C_EPITHELIAL,0.3771,0.41966234203983155,False,False,False,False,epithelial,epithelial,neither,below,False,none
DR 59-,DR 59,-,EMT_A_MESENCHYMAL,0.0263,EMT_SCORE_A,0.048,0.49000221198182137,-0.05384554,EMT_A_MESENCHYMAL,0.0792,0.8332973486343167,False,False,False,False,mesenchymal,mesenchymal,neither,below,False,mesenchymal_may_be_ambient_or_doublet
DR 60+,DR 60,+,EMT_A_MESENCHYMAL,0.0188,EMT_SCORE_B,0.2056,0.36871705306657,-0.48127082,EMT_A_EPITHELIAL,0.1755,0.6675749009643063,False,False,False,False,mesenchymal,epithelial,neither,below,True,mesenchymal_may_be_ambient_or_doublet
DR 60-,DR 60,-,EMT_B_EPITHELIAL,0.2806,EMT_B_EPITHELIAL,0.2806,0.63128294693343,0.48127082,EMT_C_EPITHELIAL,0.9442,0.11371035097106504,True,False,False,False,epithelial,epithelial,cell_only,above,True,none
DR 61+,DR 61,+,EMT_B_EPITHELIAL,0.1383,EMT_B_EPITHELIAL,0.1383,0.5918707271241569,0.3149318,EMT_A_EPITHELIAL,0.1755,0.6675749009643063,False,False,False,False,epithelial,epithelial,neither,below,True,none
DR 61-,DR 61,-,EMT_A_MESENCHYMAL,-0.0352,EMT_SCORE_B,0.0628,0.4081292728758431,-0.3149318,EMT_C_EPITHELIAL,0.3771,0.41966234203983155,False,False,False,False,mesenchymal,epithelial,neither,below,True,mesenchymal_may_be_ambient_or_doublet
DR 62+,DR 62,+,EMT_C_EPITHELIAL,0.0643,EMT_C_EPITHELIAL,0.0643,0.527959752978809,0.1016103,EMT_A_EPITHELIAL,0.1755,0.6675749009643063,False,False,False,False,epithelial,epithelial,neither,below,True,none
DR 62-,DR 62,-,EMT_A_HYBRID,0.0299,EMT_SCORE_C,0.0372,0.47204024702119096,-0.1016103,EMT_B_HYBRID,-0.0,1.0,False,False,False,False,hybrid,hybrid,neither,below,True,none
DR 63+,DR 63,+,EMT_B_MESENCHYMAL,-0.0301,EMT_SCORE_B,0.0563,0.4496202682654053,-0.21022384,EMT_A_EPITHELIAL,0.1755,0.6675749009643063,False,False,False,False,mesenchymal,epithelial,neither,below,True,mesenchymal_may_be_ambient_or_doublet
DR 63-,DR 63,-,EMT_C_HYBRID,0.1228,EMT_C_HYBRID,0.1228,0.5503797317345946,0.21022384,EMT_B_HYBRID,-0.0,1.0,False,False,False,False,hybrid,hybrid,neither,below,True,none
DR 64+,DR 64,+,EMT_C_EPITHELIAL,0.0453,EMT_C_EPITHELIAL,0.0453,0.5146335916116678,0.060957633,EMT_C_EPITHELIAL,0.3771,0.41966234203983155,False,False,False,False,epithelial,epithelial,neither,below,True,none
DR 64-,DR 64,-,EMT_B_HYBRID,0.0564,EMT_B_HYBRID,0.0564,0.4853664083883322,-0.060957633,EMT_C_MESENCHYMAL,0.1584,0.6943844712409819,False,False,False,False,hybrid,mesenchymal,neither,below,True,none
