# convergence | collection emt (epithelial-mesenchymal transition (EMT)) | DRVI run drvi_tum_64_nomt | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
dim_direction,dimension,direction,A_best_signature,A_rho,A_best_any_readout,A_rho_any,A_auroc_target_this_side,A_standardised_mean_difference,B_best_signature,B_neglog10_fdr,B_fdr,A_significant,B_significant,same_signature,same_family,A_family,B_family,verdict,dimension_vanished,confounder_flags
DR 51-,DR 51,-,EMT_B_EPITHELIAL,0.1409,EMT_B_EPITHELIAL,0.1409,0.5983938398977863,0.33435628,EMT_C_MESENCHYMAL,0.4429,0.3606616788819596,False,False,False,False,epithelial,mesenchymal,neither,False,depth
DR 52+,DR 52,+,EMT_C_MESENCHYMAL,0.0589,EMT_C_MESENCHYMAL,0.0589,0.5454171696609764,0.15202399,EMT_B_MESENCHYMAL,0.05,0.8912509381337456,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 52-,DR 52,-,EMT_A_EPITHELIAL,-0.0203,EMT_SCORE_B,-0.0152,0.4545828303390236,-0.15202399,EMT_B_EPITHELIAL,-0.0,1.0,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 53+,DR 53,+,EMT_B_MESENCHYMAL,0.0228,EMT_SCORE_B,0.0299,0.5174116111966836,-0.00019669828,EMT_B_HYBRID,0.05,0.8912509381337456,False,False,False,False,mesenchymal,hybrid,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 53-,DR 53,-,EMT_B_EPITHELIAL,0.0207,EMT_B_EPITHELIAL,0.0207,0.48258838880331645,0.00019669828,EMT_C_EPITHELIAL,0.1327,0.7367158270298778,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 54+,DR 54,+,EMT_A_MESENCHYMAL,0.0523,EMT_SCORE_A,0.1485,0.4427982861864425,-0.17867814,EMT_C_MESENCHYMAL,0.4429,0.3606616788819596,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 54-,DR 54,-,EMT_A_EPITHELIAL,0.1749,EMT_A_EPITHELIAL,0.1749,0.5572017138135574,0.17867814,EMT_A_EPITHELIAL,0.2064,0.6217273892939604,False,False,False,False,epithelial,epithelial,neither,False,depth
DR 55+,DR 55,+,EMT_C_MESENCHYMAL,0.0256,EMT_C_MESENCHYMAL,0.0256,0.4673748597228226,-0.022368696,EMT_A_EPITHELIAL,0.2064,0.6217273892939604,False,False,False,False,mesenchymal,epithelial,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 55-,DR 55,-,EMT_C_HYBRID,0.0305,EMT_C_HYBRID,0.0305,0.5326251402771773,0.022368696,EMT_B_HYBRID,0.0,1.0,False,False,False,False,hybrid,hybrid,neither,False,none
DR 56+,DR 56,+,EMT_C_MESENCHYMAL,0.0858,EMT_C_MESENCHYMAL,0.0858,0.5627038861937809,0.16666518,EMT_A_MESENCHYMAL,0.1343,0.7340066591560417,False,False,False,False,mesenchymal,mesenchymal,neither,False,mesenchymal_may_be_ambient_or_doublet
DR 56-,DR 56,-,EMT_C_HYBRID,-0.013,EMT_C_HYBRID,-0.013,0.43729611380621913,-0.16666518,EMT_B_EPITHELIAL,-0.0,1.0,False,False,False,False,hybrid,epithelial,neither,False,none
DR 57+,DR 57,+,EMT_B_MESENCHYMAL,-0.0022,EMT_SCORE_B,0.1201,0.3807595896000932,-0.4759628,EMT_B_EPITHELIAL,-0.0,1.0,False,False,False,False,mesenchymal,epithelial,neither,True,mesenchymal_may_be_ambient_or_doublet
DR 57-,DR 57,-,EMT_B_EPITHELIAL,0.1657,EMT_B_EPITHELIAL,0.1657,0.6192404103999067,0.4759628,EMT_B_EPITHELIAL,0.0,1.0,False,False,False,False,epithelial,epithelial,neither,True,depth
DR 58+,DR 58,+,EMT_A_MESENCHYMAL,0.1778,EMT_SCORE_A,0.2386,0.4948446432524174,-0.013885126,EMT_A_EPITHELIAL,0.9653,0.10831784223845832,False,False,False,False,mesenchymal,epithelial,neither,True,mesenchymal_may_be_ambient_or_doublet
DR 58-,DR 58,-,EMT_A_EPITHELIAL,0.1658,EMT_A_EPITHELIAL,0.1658,0.5051553567475826,0.013885126,EMT_B_HYBRID,-0.0,1.0,False,False,False,False,epithelial,hybrid,neither,True,depth
DR 59+,DR 59,+,EMT_C_EPITHELIAL,0.1157,EMT_C_EPITHELIAL,0.1157,0.5558430800173124,0.21016774,EMT_B_MESENCHYMAL,0.2452,0.5685910246988553,False,False,False,False,epithelial,mesenchymal,neither,True,none
DR 59-,DR 59,-,EMT_A_HYBRID,0.0293,EMT_SCORE_A,0.0694,0.4441569199826876,-0.21016774,EMT_B_EPITHELIAL,-0.0,1.0,False,False,False,False,hybrid,epithelial,neither,True,none
DR 60+,DR 60,+,EMT_A_EPITHELIAL,0.0041,EMT_A_EPITHELIAL,0.0041,0.4339977263570949,-0.25365296,EMT_A_EPITHELIAL,0.2064,0.6217273892939604,False,False,False,False,epithelial,epithelial,neither,True,depth
DR 60-,DR 60,-,EMT_A_HYBRID,0.1288,EMT_A_HYBRID,0.1288,0.5660022736429051,0.25365296,EMT_B_HYBRID,0.0,1.0,False,False,False,False,hybrid,hybrid,neither,True,none
DR 61+,DR 61,+,EMT_A_EPITHELIAL,0.1063,EMT_A_EPITHELIAL,0.1063,0.482467971905218,-0.07223618,EMT_A_EPITHELIAL,0.2064,0.6217273892939604,False,False,False,False,epithelial,epithelial,neither,True,depth
DR 61-,DR 61,-,EMT_A_MESENCHYMAL,0.1028,EMT_SCORE_A,0.1433,0.5175320280947819,0.07223618,EMT_B_MESENCHYMAL,0.05,0.8912509381337456,False,False,False,False,mesenchymal,mesenchymal,neither,True,mesenchymal_may_be_ambient_or_doublet
DR 62+,DR 62,+,EMT_B_EPITHELIAL,0.2553,EMT_B_EPITHELIAL,0.2553,0.6757527112207983,0.6546537,EMT_A_MESENCHYMAL,0.1343,0.7340066591560417,True,False,False,False,epithelial,mesenchymal,cell_only_state_not_on_one_axis,True,depth
DR 62-,DR 62,-,EMT_B_HYBRID,-0.0439,EMT_SCORE_B,0.1075,0.3242472887792017,-0.6546537,EMT_B_MESENCHYMAL,0.2452,0.5685910246988553,False,False,False,False,hybrid,mesenchymal,neither,True,none
DR 63+,DR 63,+,EMT_B_HYBRID,-0.0111,EMT_SCORE_A,0.1102,0.3868894216343918,-0.41763392,EMT_A_EPITHELIAL,0.2064,0.6217273892939604,False,False,False,False,hybrid,epithelial,neither,True,none
DR 63-,DR 63,-,EMT_B_EPITHELIAL,0.1976,EMT_B_EPITHELIAL,0.1976,0.6131105783656082,0.41763392,EMT_C_EPITHELIAL,0.1327,0.7367158270298778,False,False,False,False,epithelial,epithelial,neither,True,depth
DR 64+,DR 64,+,EMT_B_EPITHELIAL,0.1301,EMT_B_EPITHELIAL,0.1301,0.61282362116798,0.39134204,EMT_C_EPITHELIAL,0.1327,0.7367158270298778,False,False,False,False,epithelial,epithelial,neither,True,depth
DR 64-,DR 64,-,EMT_B_HYBRID,-0.0497,EMT_SCORE_B,0.0401,0.38717637883202005,-0.39134204,EMT_A_EPITHELIAL,0.2064,0.6217273892939604,False,False,False,False,hybrid,epithelial,neither,True,none
