# convergence | collection gavish_tnbc (pan-cancer malignant metaprograms (Gavish, TNBC-relevant)) | DRVI run drvi_tum_64_nomt | nothing pruned: every dimension and direction kept | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
dim_direction,dimension,direction,A_best_signature,A_rho,A_best_any_readout,A_rho_any,B_best_signature,B_neglog10_fdr,B_fdr,A_significant,B_significant,same_signature,same_family,A_family,B_family,verdict,A_vs_null,dimension_vanished,confounder_flags
DR 58-,DR 58,-,MP21_RESPIRATION,0.2214,MP21_RESPIRATION,0.2214,MP18_INTERFERON_MHC_II_2,1.4879,0.032516216012048266,True,True,False,False,metabolic,immune,both_different_family,below,True,none
DR 59+,DR 59,+,MP6_HYPOXIA,0.1166,MP6_HYPOXIA,0.1166,MP19_EPITHELIAL_SENESCENCE,1.2735,0.05327212243229619,False,False,False,False,stress,senescence,neither,below,True,none
DR 59-,DR 59,-,MP17_INTERFERON_MHC_II_1,0.2912,MP17_INTERFERON_MHC_II_1,0.2912,MP2_CELL_CYCLE_G1_S,1.6459,0.022599560844343756,True,True,False,False,immune,cell_cycle,both_different_family,above,True,none
DR 60+,DR 60,+,MP3_CELL_CYCLE_HMG_RICH,0.3381,MP3_CELL_CYCLE_HMG_RICH,0.3381,MP18_INTERFERON_MHC_II_2,5.8597,1.3813381296873668e-06,True,True,False,False,cell_cycle,immune,both_different_family,above,True,"depth,cell_cycle"
DR 60-,DR 60,-,MP17_INTERFERON_MHC_II_1,0.4963,MP17_INTERFERON_MHC_II_1,0.4963,MP14_EMT_3,3.8551,0.00013960468723728603,True,True,False,False,immune,emt,both_different_family,above,True,none
DR 61+,DR 61,+,MP20_MYC,0.231,MP20_MYC,0.231,MP39_METAL_RESPONSE,0.9672,0.1078449963293832,True,False,False,False,metabolic,detoxification,cell_only,below,True,cell_cycle
DR 61-,DR 61,-,MP18_INTERFERON_MHC_II_2,0.407,MP18_INTERFERON_MHC_II_2,0.407,MP18_INTERFERON_MHC_II_2,5.8597,1.3813381296873668e-06,True,True,True,True,immune,immune,convergent,above,True,none
DR 62+,DR 62,+,MP5_STRESS,0.396,MP5_STRESS,0.396,MP14_EMT_3,6.2668,5.410034068634678e-07,True,True,False,False,stress,emt,both_different_family,above,True,none
DR 62-,DR 62,-,MP1_CELL_CYCLE_G2_M,0.4589,MP1_CELL_CYCLE_G2_M,0.4589,MP18_INTERFERON_MHC_II_2,4.3418,4.5519763814842046e-05,True,True,False,False,cell_cycle,immune,both_different_family,above,True,cell_cycle
DR 63+,DR 63,+,MP1_CELL_CYCLE_G2_M,0.3391,MP1_CELL_CYCLE_G2_M,0.3391,MP5_STRESS,8.4378,3.649219610094719e-09,True,True,False,False,cell_cycle,stress,both_different_family,above,True,cell_cycle
DR 63-,DR 63,-,MP10_PROTEIN_MATURATION,0.4802,MP10_PROTEIN_MATURATION,0.4802,MP14_EMT_3,3.1571,0.0006964661283938882,True,True,False,False,proteostasis,emt,both_different_family,above,True,depth
DR 64+,DR 64,+,MP4_CHROMATIN,0.1685,MP4_CHROMATIN,0.1685,MP14_EMT_3,2.5417,0.0028727643320808323,False,True,False,False,chromatin,emt,factor_only,below,True,mesenchymal_may_be_ambient_or_doublet
DR 64-,DR 64,-,MP17_INTERFERON_MHC_II_1,0.2361,MP17_INTERFERON_MHC_II_1,0.2361,MP18_INTERFERON_MHC_II_2,3.6644,0.0002165708494710074,True,True,False,True,immune,immune,convergent,below,True,none
