# programme_cluster_eta2 | collection gavish_tnbc (pan-cancer malignant metaprograms (Gavish, TNBC-relevant)) | run drvi_tum_64_nomt | recall of a signature collection by two pipelines on ONE set of cells: Leiden clusters vs DRVI decoder directions, identical ORA downstream | 05_10_pipeline_recall
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
arm,resolution,signature,n_clusters,eta2_cluster
pca_leiden,1.0,MP23_SECRETED_2,34,0.1312730508999218
pca_leiden,1.0,MP2_CELL_CYCLE_G1_S,34,0.10263748852689718
pca_leiden,1.0,MP39_METAL_RESPONSE,34,0.11732836880212899
pca_leiden,1.0,MP3_CELL_CYCLE_HMG_RICH,34,0.1783947050987182
pca_leiden,1.0,MP5_STRESS,34,0.12708849630173036
pca_leiden,1.0,MP6_HYPOXIA,34,0.10679612140633944
pca_leiden,1.0,MP7_STRESS_IN_VITRO,34,0.05856579329668519
pca_leiden,1.5,MP10_PROTEIN_MATURATION,45,0.1846093629957244
pca_leiden,1.5,MP12_EMT_1,45,0.15446034565097802
pca_leiden,1.5,MP13_EMT_2,45,0.12128066363043477
pca_leiden,1.5,MP14_EMT_3,45,0.12225577785877696
pca_leiden,1.5,MP15_EMT_4,45,0.13303133619359256
pca_leiden,1.5,MP17_INTERFERON_MHC_II_1,45,0.1477072480745244
pca_leiden,1.5,MP18_INTERFERON_MHC_II_2,45,0.14062863586470895
pca_leiden,1.5,MP19_EPITHELIAL_SENESCENCE,45,0.20061110077849692
pca_leiden,1.5,MP1_CELL_CYCLE_G2_M,45,0.20188784466500373
pca_leiden,1.5,MP22_SECRETED_1,45,0.16628638874455698
pca_leiden,1.5,MP23_SECRETED_2,45,0.16220978192484412
pca_leiden,1.5,MP2_CELL_CYCLE_G1_S,45,0.1328841280496473
pca_leiden,1.5,MP39_METAL_RESPONSE,45,0.15613749058467674
pca_leiden,1.5,MP3_CELL_CYCLE_HMG_RICH,45,0.20465711339627046
pca_leiden,1.5,MP5_STRESS,45,0.22611571236257189
pca_leiden,1.5,MP6_HYPOXIA,45,0.1374594283935894
pca_leiden,1.5,MP7_STRESS_IN_VITRO,45,0.10222890642222944
pca_leiden,2.0,MP10_PROTEIN_MATURATION,53,0.20683572309727052
pca_leiden,2.0,MP12_EMT_1,53,0.1828558304117722
pca_leiden,2.0,MP13_EMT_2,53,0.13205415963952033
pca_leiden,2.0,MP14_EMT_3,53,0.136434955758337
pca_leiden,2.0,MP15_EMT_4,53,0.15623399879865849
pca_leiden,2.0,MP17_INTERFERON_MHC_II_1,53,0.17007052624968508
pca_leiden,2.0,MP18_INTERFERON_MHC_II_2,53,0.1630272584378657
pca_leiden,2.0,MP19_EPITHELIAL_SENESCENCE,53,0.22053380385287072
pca_leiden,2.0,MP1_CELL_CYCLE_G2_M,53,0.21229160446644862
pca_leiden,2.0,MP22_SECRETED_1,53,0.17245924055767503
pca_leiden,2.0,MP23_SECRETED_2,53,0.19456521589103098
pca_leiden,2.0,MP2_CELL_CYCLE_G1_S,53,0.1382629525012024
pca_leiden,2.0,MP39_METAL_RESPONSE,53,0.1736193067621207
pca_leiden,2.0,MP3_CELL_CYCLE_HMG_RICH,53,0.2143499376832116
pca_leiden,2.0,MP5_STRESS,53,0.24249942799023305
pca_leiden,2.0,MP6_HYPOXIA,53,0.1555667935432435
pca_leiden,2.0,MP7_STRESS_IN_VITRO,53,0.11907983168301987
pca_leiden,3.0,MP10_PROTEIN_MATURATION,65,0.23310041428291794
pca_leiden,3.0,MP12_EMT_1,65,0.21766111705952035
pca_leiden,3.0,MP13_EMT_2,65,0.14366743347594466
pca_leiden,3.0,MP14_EMT_3,65,0.1540903325259692
pca_leiden,3.0,MP15_EMT_4,65,0.1750169193674931
pca_leiden,3.0,MP17_INTERFERON_MHC_II_1,65,0.20641200456584866
pca_leiden,3.0,MP18_INTERFERON_MHC_II_2,65,0.19532035238245266
pca_leiden,3.0,MP19_EPITHELIAL_SENESCENCE,65,0.24554857731177304
pca_leiden,3.0,MP1_CELL_CYCLE_G2_M,65,0.391672574144743
pca_leiden,3.0,MP22_SECRETED_1,65,0.1893514503114264
pca_leiden,3.0,MP23_SECRETED_2,65,0.23099510994988598
pca_leiden,3.0,MP2_CELL_CYCLE_G1_S,65,0.2488247584833846
pca_leiden,3.0,MP39_METAL_RESPONSE,65,0.18477461129788608
pca_leiden,3.0,MP3_CELL_CYCLE_HMG_RICH,65,0.2747964667536244
pca_leiden,3.0,MP5_STRESS,65,0.26209632269651784
pca_leiden,3.0,MP6_HYPOXIA,65,0.167794970262119
pca_leiden,3.0,MP7_STRESS_IN_VITRO,65,0.1398718453760746
null_partition,1.0,MP10_PROTEIN_MATURATION,23,0.0006349551399372536
null_partition,1.0,MP12_EMT_1,23,0.0003969542284509072
null_partition,1.0,MP13_EMT_2,23,0.0003201029753363401
null_partition,1.0,MP14_EMT_3,23,0.0003916320040262876
null_partition,1.0,MP15_EMT_4,23,0.0003244534926170558
null_partition,1.0,MP17_INTERFERON_MHC_II_1,23,0.00041977878752912795
null_partition,1.0,MP18_INTERFERON_MHC_II_2,23,0.0003970812026615347
null_partition,1.0,MP19_EPITHELIAL_SENESCENCE,23,0.00047704295820006135
null_partition,1.0,MP1_CELL_CYCLE_G2_M,23,0.0006417552147981459
null_partition,1.0,MP22_SECRETED_1,23,0.0005164760011133746
null_partition,1.0,MP23_SECRETED_2,23,0.0005019081451081011
null_partition,1.0,MP2_CELL_CYCLE_G1_S,23,0.0005696491207449163
null_partition,1.0,MP39_METAL_RESPONSE,23,0.0006255644791403574
null_partition,1.0,MP3_CELL_CYCLE_HMG_RICH,23,0.0002751446281895849
null_partition,1.0,MP5_STRESS,23,0.000572578875208898
null_partition,1.0,MP6_HYPOXIA,23,0.00030969307663671514
null_partition,1.0,MP7_STRESS_IN_VITRO,23,0.0008638523592933896
