# convergence | collection gavish_tnbc (pan-cancer malignant metaprograms (Gavish, TNBC-relevant)) | DRVI run drvi_tum_64 | 05_4 - 05_8 signature interpretation
# CAVEAT: Cells are the aneuploid epithelium called by inferCNV in 05_1: a per-cohort THRESHOLD on a CNV score, not a validated clone assignment - no matched normal, no bulk WGS.
# CAVEAT: Cells no run covered (not_tested) were excluded rather than assumed normal, and 19 of the 29 cohorts of the epithelial compartment reach the 200-cell floor, so this is the tumour the call could reach in the patients with the most of it.
# CAVEAT: The CellTypist labels carried along (cell_type_01_4) come from a NORMAL breast atlas with no malignant class and are landmarks, never identities: every state reported here is a state of malignant epithelium, named by its genes and not by that label.
dim_direction,dimension,direction,A_best_signature,A_rho,A_best_any_readout,A_rho_any,B_best_signature,B_neglog10_fdr,B_fdr,A_significant,B_significant,same_signature,same_family,A_family,B_family,verdict,dimension_vanished,confounder_flags
DR 56-,DR 56,-,MP2_CELL_CYCLE_G1_S,0.271,MP2_CELL_CYCLE_G1_S,0.271,MP21_RESPIRATION,2.0614,0.008681604556119946,True,True,False,False,cell_cycle,metabolic,both_routes_different_family,True,cell_cycle
DR 57+,DR 57,+,MP19_EPITHELIAL_SENESCENCE,0.219,MP19_EPITHELIAL_SENESCENCE,0.219,MP14_EMT_3,1.8979,0.012650275973072668,True,True,False,False,senescence,emt,both_routes_different_family,True,cell_cycle
DR 57-,DR 57,-,MP4_CHROMATIN,0.1484,MP4_CHROMATIN,0.1484,MP5_STRESS,4.8668,1.3589391171008028e-05,False,True,False,False,chromatin,stress,factor_only_candidate_patient_or_technical,True,none
DR 58+,DR 58,+,MP3_CELL_CYCLE_HMG_RICH,0.3805,MP3_CELL_CYCLE_HMG_RICH,0.3805,MP14_EMT_3,1.8979,0.012650275973072668,True,True,False,False,cell_cycle,emt,both_routes_different_family,True,"depth,cell_cycle"
DR 58-,DR 58,-,MP5_STRESS,0.4041,MP5_STRESS,0.4041,MP18_INTERFERON_MHC_II_2,1.01,0.09772372209558107,True,False,False,False,stress,immune,cell_only_state_not_on_one_axis,True,none
DR 59+,DR 59,+,MP3_CELL_CYCLE_HMG_RICH,0.2116,MP3_CELL_CYCLE_HMG_RICH,0.2116,MP11_TRANSLATION_INITIATION,1.4673,0.03409573052931995,True,True,False,False,cell_cycle,proteostasis,both_routes_different_family,True,"depth,cell_cycle"
DR 59-,DR 59,-,MP14_EMT_3,0.1381,MP14_EMT_3,0.1381,MP17_INTERFERON_MHC_II_1,6.4108,3.8832915700495493e-07,False,True,False,False,emt,immune,factor_only_candidate_patient_or_technical,True,none
DR 60+,DR 60,+,MP2_CELL_CYCLE_G1_S,0.3163,MP2_CELL_CYCLE_G1_S,0.3163,MP12_EMT_1,1.3054,0.04949940743969351,True,True,False,False,cell_cycle,emt,both_routes_different_family,True,cell_cycle
DR 60-,DR 60,-,MP15_EMT_4,0.283,MP15_EMT_4,0.283,MP5_STRESS,2.9278,0.0011808643185698606,True,True,False,False,emt,stress,both_routes_different_family,True,mesenchymal_may_be_ambient_or_doublet
DR 61+,DR 61,+,MP19_EPITHELIAL_SENESCENCE,0.2637,MP19_EPITHELIAL_SENESCENCE,0.2637,MP11_TRANSLATION_INITIATION,3.5691,0.0002697118326494936,True,True,False,False,senescence,proteostasis,both_routes_different_family,True,cell_cycle
DR 61-,DR 61,-,MP3_CELL_CYCLE_HMG_RICH,0.345,MP3_CELL_CYCLE_HMG_RICH,0.345,MP17_INTERFERON_MHC_II_1,8.1684,6.78578350950407e-09,True,True,False,False,cell_cycle,immune,both_routes_different_family,True,"depth,cell_cycle"
DR 62+,DR 62,+,MP17_INTERFERON_MHC_II_1,0.279,MP17_INTERFERON_MHC_II_1,0.279,MP14_EMT_3,3.7,0.00019952623149688788,True,True,False,False,immune,emt,both_routes_different_family,True,none
DR 62-,DR 62,-,MP3_CELL_CYCLE_HMG_RICH,0.4368,MP3_CELL_CYCLE_HMG_RICH,0.4368,MP39_METAL_RESPONSE,1.2048,0.06240221421389766,True,False,False,False,cell_cycle,detoxification,cell_only_state_not_on_one_axis,True,"depth,cell_cycle"
DR 63+,DR 63,+,MP2_CELL_CYCLE_G1_S,0.2644,MP2_CELL_CYCLE_G1_S,0.2644,MP6_HYPOXIA,2.4127,0.0038663396210936087,True,True,False,False,cell_cycle,stress,both_routes_different_family,True,cell_cycle
DR 63-,DR 63,-,MP9_UNFOLDED_PROTEIN_RESPONSE,0.2234,MP9_UNFOLDED_PROTEIN_RESPONSE,0.2234,MP18_INTERFERON_MHC_II_2,4.0329,9.270432584045278e-05,True,True,False,False,proteostasis,immune,both_routes_different_family,True,depth
DR 64+,DR 64,+,MP8_PROTEASOMAL_DEGRADATION,0.0909,MP8_PROTEASOMAL_DEGRADATION,0.0909,MP7_STRESS_IN_VITRO,4.747,1.790605854035295e-05,False,True,False,False,proteostasis,stress,factor_only_candidate_patient_or_technical,True,none
DR 64-,DR 64,-,MP41_UNASSIGNED,0.2949,MP41_UNASSIGNED,0.2949,MP18_INTERFERON_MHC_II_2,2.2317,0.005865431942902653,True,True,False,False,unassigned,immune,both_routes_different_family,True,depth
