run_accession	sample_accession	sample_title	library_strategy	library_source	library_selection	library_name	experiment_title	fastq_md5	fastq_ftp
SRR26541066	SAMN38001647	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h47B_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	d81f9ee89efe38d618ea409daaea06f5;d84fc20625b9f8bc274b418b5a350f1e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/066/SRR26541066/SRR26541066_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/066/SRR26541066/SRR26541066_2.fastq.gz
SRR26541074	SAMN38001644	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h46B_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	f193ab58201b2854a3bfd8d408286ee5;f91ad6c84503893ae8c467b15fbfded7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/074/SRR26541074/SRR26541074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/074/SRR26541074/SRR26541074_2.fastq.gz
SRR26541067	SAMN38001646	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h47A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	6993c05080c5485046136583f2e5a35d;d0e0b6bbc9333842c2a1b0415d55fe66	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/067/SRR26541067/SRR26541067_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/067/SRR26541067/SRR26541067_2.fastq.gz
SRR26541076	SAMN38001643	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h46A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	8ee4ff5fca78c6d3b3c0df2737565af5;e94298909040557eee4286457e44f954	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/076/SRR26541076/SRR26541076_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/076/SRR26541076/SRR26541076_2.fastq.gz
SRR26541069	SAMN38001646	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h47A_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	87810a99ead991187e4e0d7b83918d86;7d6f903401449c362c5981cde8572d34	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/069/SRR26541069/SRR26541069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/069/SRR26541069/SRR26541069_2.fastq.gz
SRR26541079	SAMN38001643	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h46A_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	f65301c98144908c990d256c42d2cc46;e5709f8c92de3a19598a205469935a1d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/079/SRR26541079/SRR26541079_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/079/SRR26541079/SRR26541079_2.fastq.gz
SRR26541072	SAMN38001645	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h46C_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	5647710aecf9079c8e1fdcd42c3017b8;e735f2f50a31efc12ff7e21ef34a720f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/072/SRR26541072/SRR26541072_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/072/SRR26541072/SRR26541072_2.fastq.gz
SRR26541081	SAMN38001577	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h03B2_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	e1fa27a734eb8869bdd4253f6ab65f26;6e991c83e33bee68a837bb2ebf14b999	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/081/SRR26541081/SRR26541081_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/081/SRR26541081/SRR26541081_2.fastq.gz
SRR26541083	SAMN38001642	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h45C_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	c471d6e767c89f1b3846242767d5c077;de60b9ab31ca3d357fbe6af7c7b0a567	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/083/SRR26541083/SRR26541083_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/083/SRR26541083/SRR26541083_2.fastq.gz
SRR26541084	SAMN38001641	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h45B_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	ba25a77e6e8a45697dfe23a219bdd9c0;503ba47952f527fab7f2862324e79cfe	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/084/SRR26541084/SRR26541084_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/084/SRR26541084/SRR26541084_2.fastq.gz
SRR26541087	SAMN38001640	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h45A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	1449f0cfde84c0e428a8b676c143b3d4;a01b3e8efb08354e21c0ebb1b708f021	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/087/SRR26541087/SRR26541087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/087/SRR26541087/SRR26541087_2.fastq.gz
SRR26541089	SAMN38001640	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h45A_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	3fa7e382fdeecbb3b83ae749b652d14f;24e48409541de86510d0cd154a6f58c8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/089/SRR26541089/SRR26541089_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/089/SRR26541089/SRR26541089_2.fastq.gz
SRR26541088	SAMN38001640	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h45A_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	230fd4a4fe8a1a24fff61525d33426cb;67e0c119bf7f1676f4f1e4e331557cf6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/088/SRR26541088/SRR26541088_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/088/SRR26541088/SRR26541088_2.fastq.gz
SRR26541090	SAMN38001639	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h43C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	159a6f26f6878844650ab57ad8b04e7b;5a788da1da83a83effdb73325eb3817e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/090/SRR26541090/SRR26541090_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/090/SRR26541090/SRR26541090_2.fastq.gz
SRR26541091	SAMN38001639	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h43C_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	7d8cd253e0bf6e86e14c6c7deead5191;32bfbb18eb863e11efad9c469e0978aa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/091/SRR26541091/SRR26541091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/091/SRR26541091/SRR26541091_2.fastq.gz
SRR26541093	SAMN38001639	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h43C_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	b4649adffa9abb74499aa73b15fd3a1b;238770539cf26b65503eec08e5d4d635	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/093/SRR26541093/SRR26541093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/093/SRR26541093/SRR26541093_2.fastq.gz
SRR26541095	SAMN38001638	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h43B_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	066cc5701057c8f87085cfb9da26752b;b748e117ad05f2152a2e6438bdea769c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/095/SRR26541095/SRR26541095_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/095/SRR26541095/SRR26541095_2.fastq.gz
SRR26541096	SAMN38001638	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h43B_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	4fb88fbd3e9ce4f3f952110dd3b39ee7;4506cf15e027974ba560ae227995d424	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/096/SRR26541096/SRR26541096_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/096/SRR26541096/SRR26541096_2.fastq.gz
SRR26541094	SAMN38001638	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h43B_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	4caf220be186c36b47e5d55fd3426422;515edf8d5adbe3845259e0d7b9ce7558	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/094/SRR26541094/SRR26541094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/094/SRR26541094/SRR26541094_2.fastq.gz
SRR26541099	SAMN38001637	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h43A_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	98a5b4d7c57825e5ddc8f695f4498f99;5fd58925537cc1d4348d90cc94d664cf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/099/SRR26541099/SRR26541099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/099/SRR26541099/SRR26541099_2.fastq.gz
SRR26541107	SAMN38001668	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h64B_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	fa86f3656e45a711b80d0f30abd601bb;890de9c90f0bb96ca8a4cb4f719c6097	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/007/SRR26541107/SRR26541107_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/007/SRR26541107/SRR26541107_2.fastq.gz
SRR26541097	SAMN38001637	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h43A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	6970f82e406815134e308d303971e569;6c8adac1f5bdc72abc871ef19f689cf4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/097/SRR26541097/SRR26541097_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/097/SRR26541097/SRR26541097_2.fastq.gz
SRR26541108	SAMN38001668	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h64B_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	482e5cfc8e58217fe6dc5ed69dc70462;4586f6406bbe3abd7f42413bf190ea9b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/008/SRR26541108/SRR26541108_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/008/SRR26541108/SRR26541108_2.fastq.gz
SRR26541110	SAMN38001667	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h64A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	f95a2f5b5d21839b53dcc14b7aa5aabd;f2ca2a3eabfd45b638ec30c6a3f097fb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/010/SRR26541110/SRR26541110_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/010/SRR26541110/SRR26541110_2.fastq.gz
SRR26541098	SAMN38001637	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h43A_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	f4d56290bba4c061695dc3d98f86112e;a99e999501acf4b92c0607a902021914	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/098/SRR26541098/SRR26541098_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/098/SRR26541098/SRR26541098_2.fastq.gz
SRR26541118	SAMN38001665	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h63B_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	caae187cc0777a3ff808e08f6cf9d4f8;a0a42f275d8d927fcdd5ddc345b3c94a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/018/SRR26541118/SRR26541118_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/018/SRR26541118/SRR26541118_2.fastq.gz
SRR26541101	SAMN38001636	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h42C_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	2925d452176f54001b7623cc81d09b24;63e2065e516060e476cace2f1926b79e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/001/SRR26541101/SRR26541101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/001/SRR26541101/SRR26541101_2.fastq.gz
SRR26541119	SAMN38001665	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h63B_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	994f7631661566606566fea5531114c6;3df3dfe7690f9b35e2cc15d6bc7e06b5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/019/SRR26541119/SRR26541119_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/019/SRR26541119/SRR26541119_2.fastq.gz
SRR26541120	SAMN38001664	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h63A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	f4c1f757a9b02697bf6b2894bf23731a;d0c704809316ab490f9e158937b2584b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/020/SRR26541120/SRR26541120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/020/SRR26541120/SRR26541120_2.fastq.gz
SRR26541106	SAMN38001669	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h64C_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	404017d26ae0c2ac266b719158a92b3f;a363bd29ca364f7815eef66f0fb1fa0e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/006/SRR26541106/SRR26541106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/006/SRR26541106/SRR26541106_2.fastq.gz
SRR26541121	SAMN38001664	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h63A_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	1856a114ba8de52a2746fab00871e680;a1c78d9d1d821886264a4cdc162e8501	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/021/SRR26541121/SRR26541121_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/021/SRR26541121/SRR26541121_2.fastq.gz
SRR26541111	SAMN38001667	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h64A_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	3fd7b2d31fec0829b9bc788922f149e4;88fcb69ac3e695d85ea9a252f76e9d60	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/011/SRR26541111/SRR26541111_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/011/SRR26541111/SRR26541111_2.fastq.gz
SRR26541122	SAMN38001664	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h63A_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	f855b89790ba172ca7d00ea8f23e610b;70d70d96a301703a028450313b639b0a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/022/SRR26541122/SRR26541122_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/022/SRR26541122/SRR26541122_2.fastq.gz
SRR26541128	SAMN38001662	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h57B_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	623a9e5258d28ef938eabcb4ce05e158;f7974def438257e00dac8c84fff0a44a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/028/SRR26541128/SRR26541128_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/028/SRR26541128/SRR26541128_2.fastq.gz
SRR26541113	SAMN38001666	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h63C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	2ccfa7a830ddc606a572c0410fbff716;064d46d1cfa25896c9d8d00365b6e775	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/013/SRR26541113/SRR26541113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/013/SRR26541113/SRR26541113_2.fastq.gz
SRR26541129	SAMN38001655	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h53A_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	9d630ed9ef3e26748f96e756dd173f13;de93a65154896c7abe5a38d1a7d6ef50	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/029/SRR26541129/SRR26541129_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/029/SRR26541129/SRR26541129_2.fastq.gz
SRR26541115	SAMN38001581	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h04B_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	643be340502b93b45e61628c2957500b;c8cb6b479c544db99abbe7f9a206f802	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/015/SRR26541115/SRR26541115_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/015/SRR26541115/SRR26541115_2.fastq.gz
SRR26541130	SAMN38001654	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h52C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	9bac7848365e7a1583f5d0d85b7b37bd;644058660eae928db537a1cf26772613	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/030/SRR26541130/SRR26541130_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/030/SRR26541130/SRR26541130_2.fastq.gz
SRR26541124	SAMN38001663	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h57C_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	261005ad4610d5f41195aa9ae9e5079d;22f2ce2cc5bcf14b78b71c4dd3513cb7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/024/SRR26541124/SRR26541124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/024/SRR26541124/SRR26541124_2.fastq.gz
SRR26541135	SAMN38001653	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h52B_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	ab9c203bb6954edd221e548f5eac4bf7;02f1edc13055340f6687d774b9a10a2b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/035/SRR26541135/SRR26541135_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/035/SRR26541135/SRR26541135_2.fastq.gz
SRR26541137	SAMN38001579	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h03C2_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	e4ac4d7b1fe042be0abe9370582378bf;d95d40d6c840ebb97b85f2652e53294c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/037/SRR26541137/SRR26541137_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/037/SRR26541137/SRR26541137_2.fastq.gz
SRR26541127	SAMN38001662	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h57B_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	8b07d0cfb13d8bc27c8b67258b5e4d65;de9751dff6f5bf80f0b23d90be9ecb1f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/027/SRR26541127/SRR26541127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/027/SRR26541127/SRR26541127_2.fastq.gz
SRR26541144	SAMN38001650	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h48B_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	a1e2663ffdb19770e40d0933dc8e5e58;dba6bdedbf57231b7a69d0e91c25fb45	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/044/SRR26541144/SRR26541144_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/044/SRR26541144/SRR26541144_2.fastq.gz
SRR26541134	SAMN38001653	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h52B_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	6573b8bbd0ea03e75e585e80ae1a3a46;7675027eee54c357236d9df9dcf8154b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/034/SRR26541134/SRR26541134_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/034/SRR26541134/SRR26541134_2.fastq.gz
SRR26541147	SAMN38001649	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h48A_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	f6c09a0fbd69a86c6cb75b03302c4956;abfa3e3336d52b0fc6a209b95960c9d5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/047/SRR26541147/SRR26541147_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/047/SRR26541147/SRR26541147_2.fastq.gz
SRR26541148	SAMN38001579	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h03C2_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	cfece47f97848b51b37b7e7e08203a96;edf3270221e0fcb1675dadb9a613d139	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/048/SRR26541148/SRR26541148_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/048/SRR26541148/SRR26541148_2.fastq.gz
SRR26541136	SAMN38001652	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h52A_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	a5f1a3b468c9f63f3bed9bc4dfc70e66;a5c09cec73ab6560165ceca9b15167b1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/036/SRR26541136/SRR26541136_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/036/SRR26541136/SRR26541136_2.fastq.gz
SRR26541152	SAMN38001635	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h42B_N	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	b8eb546e671820111e8b152015e5842b;59f6959e193344f3b7a4fe35126194f2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/052/SRR26541152/SRR26541152_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/052/SRR26541152/SRR26541152_2.fastq.gz
SRR26541153	SAMN38001635	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h42B_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	a83970ea8dda47f9e4d8662fa7a33e7a;61497b67d4a06548e6a6b97760c9e292	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/053/SRR26541153/SRR26541153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/053/SRR26541153/SRR26541153_2.fastq.gz
SRR26541156	SAMN38001634	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h42A_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	03b31fde9e22ecef30bd8d65d0c293e1;3321f452cefb579e9a428041ac8568a6	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/056/SRR26541156/SRR26541156_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/056/SRR26541156/SRR26541156_2.fastq.gz
SRR26541139	SAMN38001652	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h52A_P	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	66655743b446d26ac1145fbf2988c61a;03fbcd0fb0c8084a9857d6c524036be8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/039/SRR26541139/SRR26541139_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/039/SRR26541139/SRR26541139_2.fastq.gz
SRR26541140	SAMN38001651	Human sample from Homo sapiens	RNA-Seq	TRANSCRIPTOMIC SINGLE CELL	PolyA	h48C_TCR	Illumina NovaSeq 6000 sequencing: scRNAseq of Homo sapiens: adult female breast	489a401cc17d2ec1a4fdaeef51b23590;5312e10945997a9c3bee842c12ff5df2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/040/SRR26541140/SRR26541140_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR265/040/SRR26541140/SRR26541140_2.fastq.gz
